e_id,e_name
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
K16279,KEG; E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 2.3.2.27]
K16288,"DSTYK, RIPK5; dual serine/threonine and tyrosine protein kinase [EC:2.7.12.1]"
K16289,ANKK1; ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1]
K16290,XCP; xylem cysteine proteinase [EC:3.4.22.-]
K16291,"erfK; L,D-transpeptidase ErfK/SrfK"
K16293,psrB; polysulfide reductase chain B
K16294,psrC; polysulfide reductase chain C
K16301,efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]
K16302,CNNM; metal transporter CNNM
K16303,"cmtAc; p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]"
K16304,"cmtAd; p-cumate 2,3-dioxygenase ferredoxin component"
K16305,K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
K16306,"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
K16307,CDC42BP; serine/threonine-protein kinase MRCK [EC:2.7.11.1]
K16311,SIK2; serine/threonine-protein kinase SIK2 [EC:2.7.11.1]
K16313,NRK; Nik-related protein kinase [EC:2.7.11.1]
K16317,trmY; tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257]
K16318,trm14; tRNA (guanine6-N2)-methyltransferase [EC:2.1.1.256]
K16319,"andAc; anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]"
K16320,"andAd; anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]"
K16321,gntP; high-affinity gluconate transporter
K16322,pit; low-affinity inorganic phosphate transporter
K16323,"yxjA, nupG; purine nucleoside transport protein"
K16324,psuT; putative pseudouridine transporter
K16325,nupX; nucleoside permease
K16326,"yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"
K16327,K16327; putative LysE/RhtB family amino acid efflux pump
K16328,psuK; pseudouridine kinase [EC:2.7.1.83]
K16329,psuG; pseudouridylate synthase [EC:4.2.1.70]
K16331,"ylnA, cysP; sulfate permease"
K16340,PHLPP; PH domain and leucine-rich repeat-containing protein phosphatase [EC:3.1.3.16]
K16342,"PLA2G4, CPLA2; cytosolic phospholipase A2 [EC:3.1.1.4]"
K16343,"PLA2G6, IPLA2; calcium-independent phospholipase A2 [EC:3.1.1.4]"
K16345,xanP; xanthine permease XanP
K16346,xanQ; xanthine permease XanQ
K16347,ecnA; entericidin A
K16348,ecnB; entericidin B
K16362,FLRT; leucine-rich repeat transmembrane protein FLRT
K16363,lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K16365,SGTA; small glutamine-rich tetratricopeptide repeat-containing protein alpha
K16368,DGK1; diacylglycerol kinase (CTP) [EC:2.7.1.174]
K16369,CHO2; phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]
K16370,pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K16371,"gatZ-kbaZ; D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ"
K16378,"rapP, fkbP; pipecolate-incorporating enzyme"
K16379,"fkbD, rapJ; cytochrome P450 C-9 hydroxylase"
K16380,rapN; cytochrome P450 RapN
K16381,fkbM; 31-O-methyltransferase
K16382,"amphA, nysA; polyene macrolide polyketide synthase, loading module"
K16383,"amphB, nysB; polyene macrolide polyketide synthase, A-type KR domains"
K16384,"amphC, nysC; polyene macrolide polyketide synthase"
K16386,"amphJ, nysJ; polyene macrolide polyketide synthase"
K16387,"amphK, nysK; polyene macrolide polyketide synthase"
K16388,"amphDI, nysDI, fscMI, pimK; polyene glycosyltransferase"
K16389,"amphN, nysN, fscP, pimG; cytochrome P450 monooxygenase"
K16390,"amphL, nysL, pimD; cytochrome P450 monooxygenase"
K16392,fscA; candicidin polyketide synthase FscA
K16393,fscB; candicidin polyketide synthase FscB
K16394,epoA; epothilone polyketide synthase A
K16395,epoB; epothilone synthetase B
K16396,epoC; epothilone polyketide synthase C
K16397,epoD; epothilone polyketide synthase D
K16398,epoE; epothilone polyketide synthase E
K16400,epoK; cytochrome P450 enzyme
K16416,mxaA; myxalamid-type nonribosomal peptide synthetase MxaA
K16417,mxaC; myxalamid-type polyketide synthase MxaC
K16420,rapA_B_C; rapamycin polyketide synthase A/B/C
K16421,"hmaS, nocF; 4-hydroxymandelate synthase [EC:1.13.11.46]"
K16422,"hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]"
K16423,"hpgT, nocG; (S)-3,5-dihydroxyphenylglycine transaminase [EC:2.6.1.103]"
K16424,"dpgA; 3,5-dihydroxyphenylacetyl-CoA synthase [EC:2.3.1.246]"
K16425,dpgB; isomerase DpgB
K16426,dpgD; dehydration protein DpgD
K16427,"dpgC; (3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase [EC:1.13.11.80]"
K16428,cepA; nonribosomal peptide synthetase CepA
K16429,cepB; nonribosomal peptide synthetase CepB
K16430,cepC; nonribosomal peptide synthetase CepC
K16431,"cepH, sgcC3, mdpC3, kedY3; FAD-dependent halogenase [EC:1.14.19.-]"
K16432,cepK; nonribosomal peptide synthetase CepK
K16433,cepL; hydroxylation protein CepL
K16434,cepJ; thioesterase CepJ
K16435,"evaA, eryBVI, tylCVI, tylX3, staJ; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase [EC:4.2.1.159]"
K16436,"evaB, megDII, angB, staI; dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase [EC:2.6.1.- 2.6.1.106]"
K16437,evaC; methylation protein EvaC
K16438,"evaD, eryBVII, aveBV, megDIV, staE; 5-epimerase [EC:5.1.3.-]"
K16439,evaE; reductase EvaE
K16440,gtfA; chloroorienticin B synthase [EC:2.4.1.311]
K16444,"gtfB, gtfE; vancomycin aglycone glucosyltransferase [EC:2.4.1.310]"
K16445,"cepE, oxyA, CYP165A3; oxidation protein CepE"
K16446,"cepF, oxyB, CYP165B3; oxidation protein CepF"
K16447,"cepG, oxyC, CYP165C4; oxidation protein CepG"
K16449,RGS; regulator of G-protein signaling
K16458,CEP104; centrosomal protein CEP104
K16460,CEP128; centrosomal protein CEP128
K16465,CETN1; centrin-1
K16478,NPHP4; nephrocystin-4
K16482,POC1; centriolar protein POC1
K16489,SFI1; protein SFI1
K16493,PCDHA; protocadherin alpha
K16495,PCDHGA; protocadherin gamma subfamily A
K16496,PCDHGB; protocadherin gamma subfamily B
K16497,PCDHGC; protocadherin gamma subfamily C
K16498,PCDHD1; protocadherin delta 1
K16509,spxA; regulatory protein spx
K16511,mecA1_2; adapter protein MecA 1/2
K16514,galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]
K16515,galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K16516,"galR; LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway"
K16517,galP; porin-like protein GalP
K16531,BBS4; Bardet-Biedl syndrome 4 protein
K16546,FGFR10P; FGFR1 oncogene partner
K16552,exoF; polysaccharide biosynthesis/export protein ExoF
K16553,exoT; succinoglycan exporter
K16554,"exoP, vpsO; polysaccharide biosynthesis transport protein"
K16555,exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]
K16556,exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]
K16557,exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]
K16558,exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]
K16559,"exoK; endo-1,3-1,4-beta-glycanase ExoK [EC:3.2.1.-]"
K16560,exoH; succinoglycan biosynthesis protein ExoH
K16561,exoI; succinoglycan biosynthesis protein ExoI
K16562,exoW; succinoglycan biosynthesis protein ExoW [EC:2.4.-.-]
K16563,exoV; succinoglycan biosynthesis protein ExoV
K16564,exoU; succinoglycan biosynthesis protein ExoU [EC:2.4.-.-]
K16565,exoX; exopolysaccharide production repressor protein
K16566,exoY; exopolysaccharide production protein ExoY
K16567,exoQ; exopolysaccharide production protein ExoQ
K16568,exoZ; exopolysaccharide production protein ExoZ
K16593,"bioI, CYP107H; pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46]"
K16601,TTLL4; tubulin polyglutamylase TTLL4 [EC:6.-.-.-]
K16619,"plc, cpa; phospholipase C / alpha-toxin [EC:3.1.4.3]"
K16623,ntnH; botulinum neurotoxin type non-toxic component
K16634,RNH1; ribonuclease inhibitor
K16636,exoT; exoenzyme T
K16637,"K16637, exoY; adenylate cyclase ExoY"
K16638,exoU; exoenzyme U
K16640,ssh7; DNA-binding protein 7 [EC:3.1.27.-]
K16644,actA; actin-assembly inducing protein
K16645,hbhA; heparin binding hemagglutinin HbhA
K16647,aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]
K16648,aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]
K16649,"glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"
K16650,"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
K16651,pduX; L-threonine kinase [EC:2.7.1.177]
K16652,dprE2; decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]
K16653,dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]
K16665,LRRTM1_2; leucine-rich repeat transmembrane neuronal protein 1/2
K16667,PTPRG; receptor-type tyrosine-protein phosphatase gamma [EC:3.1.3.48]
K16669,FAT4; protocadherin Fat 4
K16675,ZDHHC9_14_18; palmitoyltransferase ZDHHC9/14/18 [EC:2.3.1.225]
K16692,etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
K16693,wzxE; enterobacterial common antigen flippase
K16694,tuaB; teichuronic acid exporter
K16695,wzxC; lipopolysaccharide exporter
K16696,amsL; exopolysaccharide (amylovoran) exporter
K16697,tuaC; teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]
K16698,tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]
K16699,tuaH; teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]
K16700,amsB; amylovoran biosynthesis glycosyltransferase AmsB [EC:2.4.-.-]
K16701,amsD; amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]
K16702,amsE; amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]
K16703,"wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]"
K16704,"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
K16705,tuaE; teichuronic acid biosynthesis protein TuaE
K16706,tuaF; teichuronic acid biosynthesis protein TuaF
K16707,amsG; UDP-galactose-lipid carrier transferase
K16708,amsC; amylovoran biosynthesis protein AmsC
K16709,amsF; amylovoran biosynthesis protein AmsF
K16710,"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein"
K16711,wcaM; colanic acid biosynthesis protein WcaM
K16712,epsE; EPS I polysaccharide export inner membrane protein EpsE
K16726,"ANKRD17, MASK; ankyrin repeat domain-containing protein 17"
K16740,AHI1; jouberin
K16743,"ASPM, ASP; abnormal spindle-like microcephaly-associated protein"
K16765,CEP78; centrosomal protein CEP78
K16774,"IQCB1, NPHP5; IQ calmodulin-binding motif-containing protein 1"
K16781,"TTC8, BBS8; tetratricopeptide repeat protein 8"
K16783,bioN; biotin transport system permease protein
K16784,bioM; biotin transport system ATP-binding protein [EC:7.6.2.-]
K16785,ecfT; energy-coupling factor transport system permease protein
K16786,ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
K16787,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
K16788,niaX; niacin transporter
K16789,thiT; thiamine transporter
K16792,aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]
K16793,aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]
K16794,"PAFAH1B1, LIS1; platelet-activating factor acetylhydrolase IB subunit alpha"
K16814,PNPLA5; patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]
K16815,PNPLA8; calcium-independent phospholipase A2-gamma
K16816,"PNPLA2, ATGL; patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]"
K16838,pucL; urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]
K16839,hpxO; FAD-dependent urate hydroxylase [EC:1.14.13.113]
K16840,hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
K16841,hpxA; allantoin racemase [EC:5.1.99.3]
K16842,hpxB; allantoinase [EC:3.5.2.5]
K16843,slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
K16844,comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
K16845,suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K16846,suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]
K16849,uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K16850,uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K16855,NUDT16; U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]
K16856,ugl; ureidoglycolate lyase [EC:4.3.2.3]
K16860,PLD3_4; phospholipase D3/4 [EC:3.1.4.4]
K16868,tehB; tellurite methyltransferase [EC:2.1.1.265]
K16869,lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
K16870,wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]
K16871,POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
K16872,E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]
K16873,hmfH; 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]
K16874,"hmfF; 2,5-furandicarboxylate decarboxylase 1"
K16875,"hmfG; 2,5-furandicarboxylate decarboxylase 2"
K16876,hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]
K16877,hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
K16878,hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
K16879,hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
K16880,hmfE; 2-oxoglutaroyl-CoA hydrolase
K16881,K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
K16885,"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
K16886,"qmoB; quinone-modifying oxidoreductase, subunit QmoB"
K16887,"qmoC; quinone-modifying oxidoreductase, subunit QmoC"
K16898,addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K16899,addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
K16901,K16901; anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]
K16902,E1.5.1.45; FAD reductase [NAD(P)H] [EC:1.5.1.45]
K16903,TAA1; L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]
K16904,DCTPP1; dCTP diphosphatase [EC:3.6.1.12]
K16905,K16905; fluoroquinolone transport system permease protein
K16906,K16906; fluoroquinolone transport system permease protein
K16907,K16907; fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]
K16914,"RIOX1, NO66; bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [EC:1.14.11.- 1.14.11.27]"
K16915,cbiL; nickel transport protein
K16916,yydJ; putative peptide transport system permease protein
K16917,yydI; putative peptide transport system ATP-binding protein
K16918,ytrF; acetoin utilization transport system permease protein
K16919,ytrC_D; acetoin utilization transport system permease protein
K16920,ytrE; acetoin utilization transport system ATP-binding protein
K16921,ytrB; acetoin utilization transport system ATP-binding protein
K16922,yydH; putative peptide zinc metalloprotease protein
K16923,qrtT; energy-coupling factor transport system substrate-specific component
K16924,mtsT; energy-coupling factor transport system substrate-specific component
K16925,ykoE; energy-coupling factor transport system permease protein
K16926,htsT; energy-coupling factor transport system substrate-specific component
K16927,cbrT; energy-coupling factor transport system substrate-specific component
K16928,mtaT; energy-coupling factor transport system substrate-specific component
K16929,K16929; energy-coupling factor transport system substrate-specific component
K16933,doxB; heme bearing subunit I of the terminal oxidase
K16934,doxC; terminal oxidase subunit
K16935,doxE; terminal oxidase small hydrophobic subunit
K16936,doxA; thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2]
K16937,doxD; thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]
K16949,SULT3A; amine sulfotransferase [EC:2.8.2.3]
K16950,asrA; anaerobic sulfite reductase subunit A
K16951,asrB; anaerobic sulfite reductase subunit B
K16952,sor; sulfur oxygenase/reductase [EC:1.13.11.55]
K16953,dddL; dimethylpropiothetin dethiomethylase [EC:4.4.1.3]
K16954,mtsA; methylthiol:coenzyme M methyltransferase [EC:2.1.1.251]
K16955,mtsB; methylated-thiol--corrinoid protein
K16956,tcyJ; L-cystine transport system substrate-binding protein
K16957,tcyK; L-cystine transport system substrate-binding protein
K16958,tcyL; L-cystine transport system permease protein
K16959,tcyM; L-cystine transport system permease protein
K16960,tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]
K16961,yxeM; putative S-methylcysteine transport system substrate-binding protein
K16962,yxeN; putative S-methylcysteine transport system permease protein
K16963,yxeO; putative S-methylcysteine transport system ATP-binding protein
K16964,ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]
K16965,ddhB; dimethylsulfide dehydrogenase subunit beta
K16966,ddhC; dimethylsulfide dehydrogenase subunit gamma
K16968,msmA; methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]
K16969,msmB; methanesulfonate monooxygenase subunit beta [EC:1.14.13.111]
K17047,RAB19; Ras-related protein Rab-19
K17048,ebdB; ethylbenzene hydroxylase subunit beta
K17049,ebdC; ethylbenzene hydroxylase subunit gamma
K17050,"serA, clrA; selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]"
K17051,"serB, clrB; selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]"
K17052,"serC, clrC; selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]"
K17060,"aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]"
K17061,"aauR; two-component system, response regulator AauR"
K17062,bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein
K17063,bgtA; arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
K17064,ddh; D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]
K17067,mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]
K17069,MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]
K17070,dcmA; dichloromethane dehalogenase [EC:4.5.1.3]
K17071,dcmR; transcriptional repressor of dcmA and dcmR
K17073,lysX1; putative lysine transport system substrate-binding protein
K17074,lysX2; putative lysine transport system permease protein
K17076,lysY; putative lysine transport system ATP-binding protein
K17080,PHB1; prohibitin 1
K17081,PHB2; prohibitin 2
K17100,DAS; dihydroxyacetone synthase [EC:2.2.1.3]
K17102,EHF; ETS homologous factor
K17103,"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
K17104,E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
K17105,E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]
K17108,GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
K17195,alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
K17199,"RASEF, RAB45; Ras and EF-hand domain-containing protein"
K17202,"K17202, eryG; erythritol transport system substrate-binding protein"
K17203,"K17203, eryF; erythritol transport system permease protein"
K17204,eryE; erythritol transport system ATP-binding protein
K17205,xltC; putative xylitol transport system substrate-binding protein
K17206,xltB; putative xylitol transport system permease protein
K17207,xltA; putative xylitol transport system ATP-binding protein
K17208,"K17208, ibpA; inositol transport system substrate-binding protein"
K17209,iatP; inositol transport system permease protein
K17210,iatA; inositol transport system ATP-binding protein
K17213,K17213; inositol transport system substrate-binding protein
K17214,K17214; inositol transport system permease protein
K17215,K17215; inositol transport system ATP-binding protein
K17216,mccA; cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]
K17217,mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]
K17218,sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K17219,sreA; sulfur reductase molybdopterin subunit
K17220,sreB; sulfur reductase FeS subunit
K17221,sreC; sulfur reductase membrane anchor
K17222,soxA; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]
K17223,soxX; L-cysteine S-thiosulfotransferase [EC:2.8.5.2]
K17224,soxB; S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20]
K17225,soxC; sulfane dehydrogenase subunit SoxC
K17226,soxY; sulfur-oxidizing protein SoxY
K17227,soxZ; sulfur-oxidizing protein SoxZ
